id,path,title,cv_count,etype,volume
70,ec-concier.com/sites/4637/campaigns/10084/edit,ec-CONCIER,0,pageview,4
71,ec-concier.com/sites/3263/campaigns/new,ec-CONCIER,0,pageview,4
72,ec-concier.com/）を/biz/,ご指定のページが見つかりません | 無料Web接客ツール「ecコンシェル」,0,pageview,4
73,ec-concier.com/example/case4/,2回以上訪問のお客様を初回購入へつなげる（接客シナリオ4） | 無料Web接客ツール『ecコンシェル』,0,pageview,4
74,ec-concier.com/sites/3974/campaigns/10049,ec-CONCIER,0,pageview,4
75,ec-concier.com/sites/4526/campaigns,ec-CONCIER,0,pageview,4
76,ec-concier.com/sites/4254/kpi_dashboard/basics,ec-CONCIER,0,pageview,4
77,ec-concier.com/sites/4864/campaigns/10076,ec-CONCIER,0,pageview,4
78,info.ec-concier.com/post/165540336024/newwidgets,ecコンシェルブログ • ウィジェットに新機能追加（ステップウィジェット、新テンプレートの追加）,0,pageview,4
79,ec-concier.com/sites/4864/kpi_dashboard/basics,ec-CONCIER,0,pageview,4
80,ec-concier.com/sites/4637/campaigns/new,ec-CONCIER,0,pageview,4
81,info.ec-concier.com/post/166773760929/newprice,ecコンシェルブログ • ecコンシェルの料金改定をいたします（11月1日〜）,0,pageview,4
82,ec-concier.com/sites/4865/kpi_dashboard/basics,ご指定のページが見つかりません | 無料Web接客ツール「ecコンシェル」,0,pageview,4
83,ec-concier.com/sites/1404/campaigns,ec-CONCIER,0,pageview,4
84,ec-concier.com/sites/4649/kpi_dashboard/basics,ec-CONCIER,0,pageview,4
85,ec-concier.com/sites/4686/kpi_dashboard/basics,ec-CONCIER,0,pageview,4
86,ec-concier.com/sites/4760/campaigns/9431,ec-CONCIER,0,pageview,4
87,ec-concier.com/sites/4313/campaigns,ec-CONCIER,0,pageview,4
88,ec-concier.com/blog/,ecコンシェルブログ,0,pageview,3
89,ec-concier.com/sites/19/kpi_dashboard/basics,ec-CONCIER,0,pageview,3
90,ec-concier.com/sites/2404/campaigns/10106,ec-CONCIER,0,pageview,3
91,ec-concier.com/sites/4304/kpi_dashboard/basics,ec-CONCIER,0,pageview,3
92,ec-concier.com/sites/3686/campaigns/new,ec-CONCIER,0,pageview,3
93,ec-concier.com/sites/2963/campaigns,ec-CONCIER,0,pageview,3
94,ec-concier.com/sites/2477/campaigns,ec-CONCIER,0,pageview,3
95,ec-concier.com/clients/password/new/,パスワードを忘れた方 | 無料Web接客ツール『ecコンシェル』,0,pageview,3
96,ec-concier.com/sites/4526/action_scenarios/31100,ec-CONCIER,0,pageview,3
97,ec-concier.com/example/case7/,Webサイトに滞在しているお客様の離脱率を下げる（接客シナリオ7） | 無料Web接客ツール『ecコンシェル』,0,pageview,3
98,ec-concier.com/sites/4862/kpi_dashboard/basics,ec-CONCIER,0,pageview,3
99,ec-concier.com/confirmation,ec-CONCIER,0,pageview,3
100,ec-concier.com/sites/4702/campaigns,ec-CONCIER,0,pageview,3
101,ec-concier.com/sites/1799/campaigns,ec-CONCIER,0,pageview,3
102,ec-concier.com/site_new,ec-CONCIER,0,pageview,3
103,ec-concier.com/sites/939/kpi_dashboard/basics,ec-CONCIER,0,pageview,3
104,ec-concier.com/sites/3354/kpi_dashboard/basics,ec-CONCIER,0,pageview,3
105,ec-concier.com/sites/2926/kpi_dashboard/basics,ec-CONCIER,0,pageview,3
106,ec-concier.com/example/case2/,Webサイトのメルマガ会員を増やす（接客シナリオ2） | 無料Web接客ツール『ecコンシェル』,0,pageview,3
107,ec-concier.com/sites/2480/kpi_dashboard/basics,ec-CONCIER,0,pageview,3
108,ec-concier.com/sites/19/campaigns/10107,ec-CONCIER,0,pageview,3
109,ec-concier.com/release/3/,2018年1月18日 ニュースリリース | 無料Web接客ツール「ecコンシェル」,0,pageview,3
110,ec-concier.com/environment,ec-CONCIER,0,pageview,3
111,ec-concier.com/sites/1339/action_scenarios/30388,ec-CONCIER,0,pageview,3
112,ec-concier.com/sites/2404/campaigns/new,ec-CONCIER,0,pageview,3
113,ec-concier.com/example/case1/,ECサイトの「いいね」を増やす（接客シナリオ1） | 無料Web接客ツール『ecコンシェル』,0,pageview,3
114,ec-concier.com/sites/3263/campaigns,ec-CONCIER,0,pageview,3
115,ec-concier.com/sites/90/campaigns/new,ec-CONCIER,0,pageview,3
116,ec-concier.com/example/case5/,よく来るお客様を初回購入へつなげる（接客シナリオ5） | 無料Web接客ツール『ecコンシェル』,0,pageview,3
117,ec-concier.com/sites/4761/kpi_dashboard/basics,ec-CONCIER,0,pageview,3
118,ec-concier.com/sites/2965/campaigns,ec-CONCIER,0,pageview,3
119,ec-concier.com/sites/3263/campaigns/10111,ec-CONCIER,0,pageview,3
120,ec-concier.com/sites/989/campaigns/10074/edit,ec-CONCIER,0,pageview,3
121,ec-concier.com/sites/4254/campaigns,ec-CONCIER,0,pageview,3
122,ec-concier.com/sites/4649/campaigns/10043,ec-CONCIER,0,pageview,3
123,ec-concier.com/sites/4828/kpi_dashboard/basics,ec-CONCIER,0,pageview,3
124,ec-concier.com/example/case11/,ネットショップで初めて購入いただいたお客様をリピーターにする（接客シナリオ11） | 無料Web接客ツール『ecコンシェル』,0,pageview,2
125,ec-concier.com/sites/4864/campaigns/new,ec-CONCIER,0,pageview,2
126,ec-concier.com/sites/4794/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
127,ec-concier.com/sites/4284/campaigns/new,ec-CONCIER,0,pageview,2
128,ec-concier.com/example/case15/,ECサイトの未購入客の再訪時に、初回購入につなげる（接客シナリオ15） | 無料Web接客ツール『ecコンシェル』,0,pageview,2
129,ec-concier.com/sites/2480/campaigns/9967/edit,ec-CONCIER,0,pageview,2
130,ec-concier.com/service/seo/,SEOとウェブ接客の違い | 無料Web接客ツール『ecコンシェル』,0,pageview,2
131,ec-concier.com/example/case6/,初回訪問のお客様の直帰率を下げる（接客シナリオ6） | 無料Web接客ツール『ecコンシェル』,0,pageview,2
132,ec-concier.com/sites/90/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
133,ec-concier.com/sites/4677/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
134,ec-concier.com/sites/4865/campaigns/new,ec-CONCIER,0,pageview,2
135,ec-concier.com/sites/4649/campaigns/10103,ec-CONCIER,0,pageview,2
136,ec-concier.com/sites,ec-CONCIER,0,pageview,2
137,ec-concier.com/sites/4304/campaigns/10115,ec-CONCIER,0,pageview,2
138,ec-concier.com/sites/4736/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
139,ec-concier.com/sites/19/campaigns/10113,ec-CONCIER,0,pageview,2
140,ec-concier.com/sites/4783/campaigns/9999,ec-CONCIER,0,pageview,2
141,ec-concier.com/sites/4850/campaigns/10110,ec-CONCIER,0,pageview,2
142,ec-concier.com/sites/1339/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
143,ec-concier.com/sites/890/campaigns,ec-CONCIER,0,pageview,2
144,ec-concier.com/sites/1376/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
145,ec-concier.com/sites/1956/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
146,ec-concier.com/sites/4677/campaigns/new,ec-CONCIER,0,pageview,2
147,ec-concier.com/sites/4304/campaigns/10117,ec-CONCIER,0,pageview,2
148,ec-concier.com/sites/4677/campaigns/10067,ec-CONCIER,0,pageview,2
149,ec-concier.com/sites/4152/campaigns/10124,ec-CONCIER,0,pageview,2
150,ec-concier.com/sites/4624/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
151,ec-concier.com/sites/2480/campaigns/9967,ec-CONCIER,0,pageview,2
152,ec-concier.com/sites/3714/campaigns/10099,ec-CONCIER,0,pageview,2
153,ec-concier.com/sites/4829/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
154,ec-concier.com/example/case16/,Webサイトに何度も訪問されるお客様を、初回購入につなげる（接客シナリオ16） | 無料Web接客ツール『ecコンシェル』,0,pageview,2
155,ec-concier.com/blog/post/153015760569/接客バナーをecコンシェル内で生成できる機能が登場,ecコンシェルブログ • 接客バナーをecコンシェル内で生成できる機能が登場！,0,pageview,2
156,ec-concier.com/sites/1956/campaigns,ec-CONCIER,0,pageview,2
157,ec-concier.com/sites/4704/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
158,ec-concier.com/sites/4677/campaigns,ec-CONCIER,0,pageview,2
159,ec-concier.com/sites/4704/campaigns/new,ec-CONCIER,0,pageview,2
160,ec-concier.com/sites/4794/campaigns,ec-CONCIER,0,pageview,2
161,ec-concier.com/sites/4793/campaigns/new,ec-CONCIER,0,pageview,2
162,ec-concier.com/sites/3815/campaigns/new,ec-CONCIER,0,pageview,2
163,ec-concier.com/sites/3974/campaigns,ec-CONCIER,0,pageview,2
164,ec-concier.com/sites/2789/campaigns,ec-CONCIER,0,pageview,2
165,ec-concier.com/sites/2341/kpi_dashboard/basics,ご指定のページが見つかりません | 無料Web接客ツール「ecコンシェル」,0,pageview,2
166,ec-concier.com/sites/4152/delivery_urls/new,ec-CONCIER,0,pageview,2
167,info.ec-concier.com/post/163156643664/shopjapan,ecコンシェルブログ • 「自動最適化で手間をかけずに200%のコンバージョン率アップ」,0,pageview,2
168,ec-concier.com/sites/4798/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
169,ec-concier.com/sites/2404/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
170,ec-concier.com/sites/4783/campaigns/10010,ec-CONCIER,0,pageview,2
171,ec-concier.com/sites/2331/campaigns,ec-CONCIER,0,pageview,2
172,ec-concier.com/sites/890/campaigns/10086,ec-CONCIER,0,pageview,2
173,info.ec-concier.com/post/163157701304/axes,ecコンシェルブログ • 「ecコンシェルにして運用が楽になりました。 効果が見えるのは重要ですね」,0,pageview,2
174,ec-concier.com/sites/4526/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
175,ec-concier.com/sites/3974/campaigns/10136,ec-CONCIER,0,pageview,2
176,ec-concier.com/sites/2477/campaigns/new,ec-CONCIER,0,pageview,2
177,ec-concier.com/sites/79/campaigns,ec-CONCIER,0,pageview,2
178,ec-concier.com/sites/4760/campaigns/new,ec-CONCIER,0,pageview,2
179,ec-concier.com/sites/13/kpi_dashboard/basics,ec-CONCIER,0,pageview,2
180,ec-concier.com/sites/19/campaigns/10112,ec-CONCIER,0,pageview,2
181,ec-concier.com/sites/939/campaigns,ec-CONCIER,0,pageview,2
182,ec-concier.com/sites/4152/campaigns/9923,ec-CONCIER,0,pageview,2
183,ec-concier.com/sites/1394/campaigns,ec-CONCIER,0,pageview,2
184,ec-concier.com/sites/3324/campaigns/9962,ec-CONCIER,0,pageview,1
185,ec-concier.com/sites/4864/tags/tag,ec-CONCIER,0,pageview,1
186,ec-concier.com/sites/19/campaigns/10088,ec-CONCIER,0,pageview,1
187,ec-concier.com/sites/4141/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
188,ec-concier.com/sites/19/action_scenarios/25556,ec-CONCIER,0,pageview,1
189,ec-concier.com/sites/4864/campaigns/10076/edit,ec-CONCIER,0,pageview,1
190,ec-concier.com/sites/19/campaigns/10114,ec-CONCIER,0,pageview,1
191,ec-concier.com/sites/3714/delivery_urls/new,ec-CONCIER,0,pageview,1
192,ec-concier.com/sites/19/campaigns/10116,ec-CONCIER,0,pageview,1
193,ec-concier.com/sites/4807/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
194,ec-concier.com/blogpost/151317470024/magaseek,ecコンシェルブログ • 「ecコンシェル導入によって、新規顧客の購入率を大きく引き上げることができました」マガシーク株式会社様...,0,pageview,1
195,ec-concier.com/sites/19/campaigns/new,ec-CONCIER,0,pageview,1
196,ec-concier.com/sites/1316/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
197,ec-concier.com/sites/4727/campaigns/new,ec-CONCIER,0,pageview,1
198,ec-concier.com/sites/2404/campaigns/10105,ec-CONCIER,0,pageview,1
199,ec-concier.com/blog/post/151925068619/コラムメルマガで売上の1割以上はつくれる,ecコンシェルブログ • 【コラム】メルマガで売上の1割以上はつくれる？,0,pageview,1
200,ec-concier.com/sites/989/campaigns,ec-CONCIER,0,pageview,1
201,ec-concier.com/sites/1781/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
202,ec-concier.com/sites/4152/campaigns/10129,ec-CONCIER,0,pageview,1
203,ec-concier.com/sites/4152/campaigns/10121,ec-CONCIER,0,pageview,1
204,ec-concier.com/sites/4152/campaigns/10134,ec-CONCIER,0,pageview,1
205,ec-concier.com/sites/4152/campaigns/10122,ec-CONCIER,0,pageview,1
206,ec-concier.com/sites/1142/campaigns,ec-CONCIER,0,pageview,1
207,ec-concier.com/sites/4152/campaigns/10127,ec-CONCIER,0,pageview,1
208,ec-concier.com/sites/4783/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
209,ec-concier.com/sites/4152/campaigns/10130,ec-CONCIER,0,pageview,1
210,ec-concier.com/sites/4783/campaigns/10001,ec-CONCIER,0,pageview,1
211,ec-concier.com/sites/4152/campaigns/9974,ec-CONCIER,0,pageview,1
212,ec-concier.com/sites/4783/campaigns/9995,ec-CONCIER,0,pageview,1
213,ec-concier.com/sites/4649/custom_user_tags,ec-CONCIER,0,pageview,1
214,ec-concier.com/sites/4783/campaigns/9988,ec-CONCIER,0,pageview,1
215,ec-concier.com/sites/4798/action_scenarios/31105,ec-CONCIER,0,pageview,1
216,ec-concier.com/sites/4783/campaigns/9982,ec-CONCIER,0,pageview,1
217,ec-concier.com/sites/4783/campaigns/10006,ec-CONCIER,0,pageview,1
218,ec-concier.com/sites/541/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
219,ec-concier.com/sites/4783/campaigns/9998,ec-CONCIER,0,pageview,1
220,ec-concier.com/sites/541/campaigns,ec-CONCIER,0,pageview,1
221,ec-concier.com/sites/4783/campaigns/9997,ec-CONCIER,0,pageview,1
222,ec-concier.com/sites/2963/campaigns/9103,ec-CONCIER,0,pageview,1
223,ec-concier.com/sites/4783/campaigns/9996,ec-CONCIER,0,pageview,1
224,ec-concier.com/sites/4526/campaigns/9631,ec-CONCIER,0,pageview,1
225,ec-concier.com/release/2/,2017年12月25日 ニュースリリース | 無料Web接客ツール「ecコンシェル」,0,pageview,1
226,ec-concier.com/sites/2926/campaigns,ec-CONCIER,0,pageview,1
227,ec-concier.com/sites/4761/report_settings/edit,ec-CONCIER,0,pageview,1
228,ec-concier.com/sites/19/campaigns/9969/edit,ec-CONCIER,0,pageview,1
229,ec-concier.com/sites/2963/campaigns/9102,ec-CONCIER,0,pageview,1
230,ec-concier.com/sites/79/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
231,ec-concier.com/sites/4313/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
232,ec-concier.com/sites/4141/campaigns,ec-CONCIER,0,pageview,1
233,ec-concier.com/sites/3263/campaigns/4652/edit,ec-CONCIER,0,pageview,1
234,ec-concier.com/sites/4141/campaigns/8116,ec-CONCIER,0,pageview,1
235,ec-concier.com/sites/3327/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
236,ec-concier.com/sites/4833/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
237,ec-concier.com/sites/4788/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
238,ec-concier.com/sites/4807/campaigns,ec-CONCIER,0,pageview,1
239,ec-concier.com/sites/3794/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
240,ec-concier.com/sites/19/campaigns/10093,ec-CONCIER,0,pageview,1
241,ec-concier.com/sites/3686/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
242,ec-concier.com/sites/19/campaigns/10109,ec-CONCIER,0,pageview,1
243,ec-concier.com/sites/3669/campaigns/9794,ec-CONCIER,0,pageview,1
244,ec-concier.com/sites/726/campaigns,ec-CONCIER,0,pageview,1
245,ec-concier.com/sites/79/campaigns/10042,ec-CONCIER,0,pageview,1
246,ec-concier.com/sites/4586/campaigns,ec-CONCIER,0,pageview,1
247,ec-concier.com/sites/1404/campaigns/3237,ec-CONCIER,0,pageview,1
248,ec-concier.com/sites/53/campaigns,ec-CONCIER,0,pageview,1
249,ec-concier.com/sites/19/campaigns/10094,ec-CONCIER,0,pageview,1
250,ec-concier.com/こちらで合っていますか,ご指定のページが見つかりません | 無料Web接客ツール「ecコンシェル」,0,pageview,1
251,ec-concier.com/sites/19/campaigns/10096,ec-CONCIER,0,pageview,1
252,ec-concier.com/sites/4862/custom_user_tags,ec-CONCIER,0,pageview,1
253,ec-concier.com/sites/4727/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
254,ec-concier.com/sites/4152/campaigns/10119,ec-CONCIER,0,pageview,1
255,ec-concier.com/sites/4867/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
256,ec-concier.com/sites/4152/campaigns/10123,ec-CONCIER,0,pageview,1
257,ec-concier.com/sites/90/campaigns,ec-CONCIER,0,pageview,1
258,ec-concier.com/sites/4152/campaigns/10121/copy,ec-CONCIER,0,pageview,1
259,ec-concier.com/sites/2965/campaigns/9926,ec-CONCIER,0,pageview,1
260,ec-concier.com/sites/4152/campaigns/10133,ec-CONCIER,0,pageview,1
261,ec-concier.com/sites/734/campaigns,ec-CONCIER,0,pageview,1
262,ec-concier.com/sites/4284/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
263,ec-concier.com/bill,ec-CONCIER,0,pageview,1
264,ec-concier.com/sites/4620/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
265,ec-concier.com/sites/4152/campaigns/10128/copy,ec-CONCIER,0,pageview,1
266,ec-concier.com/sites/4783/campaigns/10005,ec-CONCIER,0,pageview,1
267,ec-concier.com/sites/4649/campaigns/10043/edit,ec-CONCIER,0,pageview,1
268,ec-concier.com/example/case9/,セール終了前に駆け込みでネットショップの購入率を上げる（接客シナリオ9） | 無料Web接客ツール『ecコンシェル』,0,pageview,1
269,ec-concier.com/sites/4649/campaigns/new,ec-CONCIER,0,pageview,1
270,ec-concier.com/sites/890/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
271,ec-concier.com/admin/admins/sign_in,ページが表示できません。 | 無料Web接客ツール「ecコンシェル」,0,pageview,1
272,gtm-msr.appspot.com/render2,gtm-msr,0,pageview,1
273,ec-concier.com/sites/4783/campaigns/9991,ec-CONCIER,0,pageview,1
274,ec-concier.com/sites/1655/campaigns/7974,ec-CONCIER,0,pageview,1
275,ec-concier.com/sites/4783/campaigns/9987,ec-CONCIER,0,pageview,1
276,ec-concier.com/sites/4201/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
277,ec-concier.com/sites/4783/campaigns/9984,ec-CONCIER,0,pageview,1
278,ec-concier.com/sites/4850/campaigns/10046/edit,ec-CONCIER,0,pageview,1
279,ec-concier.com/terms_of_use/,利用規約 | 無料Web接客ツール「ecコンシェル」,0,pageview,1
280,ec-concier.com/sites/4865/conversion_types,ec-CONCIER,0,pageview,1
281,ec-concier.com/example/case3/,ネットショップ会員を増やす（接客シナリオ3） | 無料Web接客ツール『ecコンシェル』,0,pageview,1
282,ec-concier.com/bill/display/2018-07,ec-CONCIER,0,pageview,1
283,ec-concier.com/blog/post/152718868739/新機能ec-cubeに簡単に導入できるプラグインが完成いたしました,ecコンシェルブログ • 【新機能】ec-cubeに簡単に導入できるプラグインが完成いたしました！,0,pageview,1
284,ec-concier.com/sites/19/campaigns/10089,ec-CONCIER,0,pageview,1
285,ec-concier.com/info.5043,ec-CONCIER,0,pageview,1
286,ec-concier.com/sites/19/campaigns/10097,ec-CONCIER,0,pageview,1
287,ec-concier.com/download/pbTun4ADthFev2rTTqE/</a>,ご指定のページが見つかりません | 無料Web接客ツール「ecコンシェル」,0,pageview,1
288,ec-concier.com/sites/19/campaigns/10098,ec-CONCIER,0,pageview,1
289,ec-concier.com/download/pbTun4ADthFev2rTTqE/,ダウンロードページ | 無料Web接客ツール「ecコンシェル」,0,pageview,1
290,ec-concier.com/sites/4727/campaigns/10120,ec-CONCIER,0,pageview,1
291,ec-concier.com/sites/3974/campaigns/10049/copy,ec-CONCIER,0,pageview,1
292,ec-concier.com/blog/post/159707540824/autocreative,ecコンシェルブログ • バナーデザインも、人工知能で効率的に。「オートクリエイティブ」機能リリース,0,pageview,1
293,ec-concier.com/sites/79/campaigns/10040,ec-CONCIER,0,pageview,1
294,ec-concier.com/sites/10/campaigns,ec-CONCIER,0,pageview,1
295,ec-concier.com/sites/676/campaigns,ec-CONCIER,0,pageview,1
296,ec-concier.com/sites/2789/kpi_dashboard/basics,ec-CONCIER,0,pageview,1
297,ec-concier.com/sites/3714/campaigns/new,ec-CONCIER,0,pageview,1
298,ec-concier.com/sites/2789/campaigns/3674,ec-CONCIER,0,pageview,1
299,ec-concier.com/sites/3714/campaigns/10100,ec-CONCIER,0,pageview,1
300,info.ec-concier.com/post/162037039444/ウェブ接客ツール４社による合同セミナーを実施します712-1400,ecコンシェルブログ • ウェブ接客ツール４社による合同セミナーを実施します（7/12 14:00〜）,0,pageview,1
301,ec-concier.com/example/case8/,目的なく訪問したお客様の購入率を上げる（接客シナリオ8） | 無料Web接客ツール『ecコンシェル』,0,pageview,1
302,ec-concier.com/sites/4152/campaigns/10121/edit,ec-CONCIER,0,pageview,1
303,ec-concier.com/sites/19/campaigns/10092,ec-CONCIER,0,pageview,1
304,ec-concier.com/sites/4152/campaigns/10126,ec-CONCIER,0,pageview,1
305,ec-concier.com/sites/19/campaigns/10028,ec-CONCIER,0,pageview,1
306,ec-concier.com/sites/4152/campaigns/10128,ec-CONCIER,0,pageview,1
307,ec-concier.com/sites/19/campaigns/10095,ec-CONCIER,0,pageview,1
